Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.95035917,1.0413198,0.94798267,1.0411632,0.99568224,1.0711254,2.8940227,3.1536078,1.0018557,0.1462492,0.14345963,0.15091285,0.46110052
2.292465,2.0529888,2.2940943,2.0598311,2.3904366,2.111844,6.9769917,6.224662,2.0011768,0.14104028,0.13276125,0.13461691,1.5910833
3.5342152,3.020945,3.5286596,3.1328166,3.692159,3.0370028,10.755031,9.190757,3.0008454,0.1756419,0.15932846,0.15491767,2.9475772
4.323486,4.0059953,4.7275376,4.2736864,4.760577,4.0966315,13.811599,12.37631,4.000282,0.15818088,0.15943795,0.1577191,4.3811088
5.5121627,5.0499234,6.0216045,5.278272,5.7771173,4.8505635,17.310883,15.178761,5.001402,0.1878867,0.12293661,0.04936991,5.812993
6.9577947,5.688011,7.180939,6.221751,7.04059,5.684038,21.17932,17.593811,6.000943,0.17454661,0.10335002,0.26851615,7.364508
8.319443,6.42129,8.269897,7.122882,8.189873,6.4419427,24.779213,19.98614,7.001061,0.18645619,0.15634888,0.17458212,9.035896
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
7.0,350,3.25,4.0,32,40L,40L,8.0L,2.0
