Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.970985,1.0128118,0.96965986,1.012852,1.0704297,1.0660045,3.011076,3.0916684,1.0016221,0.0769801,0.07641598,0.08281675,0.3003931
2.2754793,2.034184,2.263474,2.0325038,2.520108,2.148563,7.0590625,6.2152524,2.001528,0.093987525,0.0938389,0.101726405,0.9315498
3.384766,3.0835528,3.4656823,3.1135836,3.812409,3.2728653,10.662863,9.470003,3.00001,0.10443753,0.08600847,0.10068394,1.6130087
4.531076,4.0079103,4.5774035,4.0623474,5.0799785,4.2714024,14.188458,12.34168,4.0009136,0.09717733,0.069053605,0.09576857,2.3360338
5.7148075,4.91446,5.746053,4.9965506,6.2832756,5.4039726,17.74412,15.314997,5.0018053,0.089012444,0.07066818,0.09786183,3.140702
6.9369965,5.8081584,6.931441,5.854754,7.4235816,6.348641,21.291983,18.011564,6.0009427,0.09440614,0.10564186,0.06880179,3.9874392
8.14973,6.7389755,8.106384,6.7697835,8.705932,7.2823243,24.961996,20.79109,7.001302,0.097485475,0.07809333,0.13750558,4.880367
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
5.0,350,2.5,2.75,32,40L,40L,8.0L,2.0
