Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.87385505,0.9579669,0.89423704,0.9574147,0.85757107,0.9370125,2.625663,2.8523943,1.0011817,0.0714276,0.07017281,0.06950618,0.26851937
1.8412225,1.8410971,1.8016176,1.7958668,1.8422077,1.7755804,5.4850492,5.4125433,2.002449,0.051305775,0.04587961,0.04522325,0.80504155
2.9260535,2.7202187,2.9285996,2.6136694,2.880853,2.5610323,8.735512,7.894919,3.0009487,0.052572258,0.08348392,0.05780879,1.4510863
4.0102363,3.698692,4.147483,3.548758,3.9940248,3.367615,12.151739,10.615059,4.0001936,0.08830814,0.08475983,0.071713984,2.2197666
4.847877,4.4846797,5.1297154,4.443362,5.10813,4.1196685,15.085713,13.047706,5.000768,0.026548665,0.09689619,0.06387034,3.0008621
5.929646,5.4373846,6.0266,5.245267,5.98442,4.868741,17.94067,15.55139,6.000537,0.020392409,0.054003417,0.05251149,3.7762713
6.9837637,6.286851,7.216887,6.0754714,7.231121,5.485963,21.431774,17.848305,7.001402,0.052034732,0.08937495,0.12740844,4.6082006
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
5.0,350,1.5,3.5,32,40L,40L,8.0L,2.0
