Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9050057,0.9585221,0.92470175,0.97114146,1.1086944,1.0924517,2.9384017,3.0221152,1.0000983,0.06487049,0.08714247,0.088228695,0.29346636
2.1100743,1.7600051,2.101423,1.8368527,2.5325513,2.1299593,6.744048,5.7268195,2.0006673,0.03977125,0.10395796,0.10693328,0.92863137
3.0919917,2.4230714,3.3518379,2.6020198,3.7690418,3.2508197,10.212863,8.275922,3.0002537,0.035944723,0.11664648,0.09936659,1.6533941
4.481138,3.2611527,4.499503,3.3637822,4.870975,4.2492375,13.851615,10.874181,4.0009623,0.049548704,0.10117919,0.074156344,2.428144
5.440114,4.184912,5.9390635,4.173283,6.2120724,5.2767015,17.591236,13.634912,5.00084,0.05502751,0.116266355,0.09552652,3.2883856
6.656005,4.925229,6.8256974,5.0382075,7.365739,6.204498,20.847418,16.16794,6.0009146,0.049035907,0.12912366,0.10047752,4.130501
7.5998816,5.860561,7.8772783,5.910969,8.825476,6.852062,24.302614,18.623592,7.001522,0.05127336,0.12466351,0.1911688,4.99455
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
5.0,350,2.5,1.25,32,40L,40L,8.0L,2.0
