Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.075227,0.9890558,3.0754619,0.98913926,3.3760242,1.0731527,9.526714,3.0513475,1.0094752,0.0039091855,0.003986231,0.0044082645,0.043987438
5.062915,2.0253515,5.0648346,2.0254264,5.5763497,2.1979685,15.7041,6.2487454,2.0016046,0.0055324924,0.005608581,0.0061723925,0.094045155
7.074147,3.0612924,7.0787153,3.0613365,7.805018,3.3224242,21.957884,9.445051,3.012683,0.0031956327,0.0032724817,0.0036324023,0.14568964
9.047182,4.0970263,9.053318,4.0970545,9.989056,4.4466367,28.089561,12.640716,4.0036545,0.0050789886,0.0051553296,0.005681359,0.19562587
11.046639,5.1327386,11.055398,5.1327443,12.20432,5.5708303,34.306362,15.836308,5.0140724,0.0028908192,0.0029659714,0.003300591,0.24721368
13.015191,6.168358,13.025593,6.168346,14.383704,6.69495,40.424507,19.031645,6.005006,0.004787937,0.004863307,0.0053658993,0.29717198
14.970416,7.2041078,14.982458,7.204071,16.548527,7.8191705,46.50143,22.227335,7.015164,0.0067281574,0.0068029696,0.0074686236,0.34711176
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
1.0,350,2.25,2.0,32,40L,40L,8.0L,2.0
