Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.031774,0.97166437,3.0177977,0.9720072,3.3318062,1.0573788,9.38138,3.0010502,1.012915,0.003037943,0.0033827694,0.003594226,0.043482512
5.001564,1.9896836,4.9793487,1.9899465,5.515119,2.1653924,15.496031,6.1450224,2.0100524,0.0036069069,0.0039454727,0.0042145625,0.09303026
6.960742,3.0075276,6.9291005,3.0076883,7.686015,3.2732062,21.575861,9.288423,3.0061164,0.00441519,0.0047480883,0.0050901882,0.14246467
8.91297,4.025355,8.871548,4.0254006,9.849318,4.3809958,27.633839,12.431753,4.002149,0.0052219285,0.005550833,0.005969135,0.19189289
10.88817,5.042903,10.841698,5.042803,12.04162,5.4884663,33.771503,15.574177,5.0180326,0.0019387493,0.0022781421,0.0023908,0.2429632
12.841392,6.060413,12.7846575,6.060207,14.205932,6.595935,39.831997,18.716557,6.014626,0.0026430157,0.002978192,0.0031610806,0.29245976
14.743575,7.0778656,14.671635,7.077555,16.310703,7.7033424,45.725937,21.85876,7.0115423,0.007312193,0.0076268744,0.008235535,0.3403568
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
1.0,350,3.5,1.75,32,40L,40L,8.0L,2.0
