Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8674972,0.9336726,2.8659115,0.9343351,2.8068457,0.9142552,8.540255,2.7822623,1.0159929,0.0023662206,0.0025618314,0.0024145145,0.040318936
4.736185,1.9121538,4.737344,1.9128385,4.635313,1.8720835,14.108842,5.6970744,2.0170345,0.0021397264,0.002332482,0.0021882965,0.0861578
6.598991,2.8905556,6.6022043,2.8912656,6.456553,2.8298469,19.657747,8.611667,3.0179818,0.0019473534,0.0021390715,0.0019974643,0.131962
8.457978,3.8689642,8.46307,3.8697066,8.273262,3.7876244,25.194315,11.526298,4.0189753,0.0017492907,0.0019408327,0.001801717,0.17776509
10.292319,4.8475127,10.296392,4.8483014,10.064051,4.745544,30.652765,14.44136,5.0002394,0.00546225,0.0056617428,0.0054368344,0.22208291
12.150934,5.8259478,12.156727,5.826766,11.87956,5.7033443,36.187233,17.35606,6.000821,0.005347447,0.0055470564,0.005324172,0.26786688
13.933046,6.804083,13.937685,6.8049107,13.618689,6.6608477,41.489437,20.26984,7.001355,0.009055156,0.009252155,0.008950567,0.31213206
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
1.0,350,1.25,3.0,32,40L,40L,8.0L,2.0
