Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0682325,1.0239825,1.0698425,1.0226414,1.1262716,1.0579565,3.2643466,3.104579,1.0026019,0.026208196,0.025390558,0.02759878,0.14964491
2.1268032,2.0411298,2.128052,2.0393498,2.2576797,2.10869,6.5125346,6.18917,2.001478,0.024214666,0.02327277,0.025319993,0.39631885
3.1594424,3.0666082,3.1588883,3.0646613,3.3592956,3.1669888,9.677626,9.29826,3.0027559,0.023976196,0.02291119,0.025067948,0.6451273
5.2373667,5.110748,5.235481,5.1084037,5.5802727,5.274445,16.053125,15.493596,5.004075,0.023576297,0.02247335,0.024711505,1.1478992
6.2695975,6.130983,6.2668667,6.128335,6.683778,6.326317,19.220257,18.585629,6.0003185,0.025860311,0.024698544,0.027037473,1.3994645
7.298469,7.1510773,7.2956266,7.147987,7.7848053,7.37808,22.378904,21.677137,7.001884,0.028739305,0.027452666,0.030040663,1.6511359
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
3.0,350,2.5,3.5,32,40L,40L,8.0L,2.0
