Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.044945,1.0086685,1.042882,1.0081737,1.2099004,1.1111708,3.2977276,3.1280127,1.0001785,0.026431588,0.026806064,0.032045156,0.15091468
2.0796335,2.0097144,2.0783527,2.009851,2.4465876,2.2155068,6.604574,6.235071,2.0014439,0.02327482,0.023045044,0.028043631,0.40320033
3.0787342,3.0220363,3.074513,3.0208023,3.6393714,3.3264258,9.792618,9.369262,3.0010579,0.023689726,0.02319194,0.028628804,0.655672
4.0910473,4.033239,4.080716,4.03052,4.852681,4.4320135,13.024444,12.495769,4.0056186,0.021396177,0.020549,0.026182972,0.91150635
5.0938044,5.042957,5.0791755,5.040041,6.055005,5.5352597,16.227987,15.618256,5.0043297,0.022314755,0.021322848,0.027030978,1.1672472
6.096655,6.0509744,6.082066,6.0491843,7.2584376,6.6385975,19.43714,18.738749,6.0033536,0.022909336,0.022152232,0.027692113,1.4240777
7.0895576,7.0570807,7.081455,7.056878,8.452356,7.7427845,22.623346,21.856737,7.0033236,0.02613423,0.025693515,0.031394117,1.6802723
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
3.0,350,1.75,1.75,32,40L,40L,8.0L,2.0
