Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3434995,1.016874,1.3399773,1.0184871,1.4456903,1.0776668,4.129168,3.1130285,1.0054673,0.011513658,0.012159561,0.012931286,0.09880622
2.4766157,2.0628045,2.4749017,2.0646255,2.682023,2.183805,7.6335416,6.3112364,2.006671,0.011025376,0.0116567565,0.0124026425,0.23248465
3.6079798,3.1106958,3.6075883,3.1127114,3.9149816,3.2925034,11.130551,9.515915,3.0085537,0.01015251,0.010770838,0.011463992,0.3655921
4.7293444,4.1596518,4.7296147,4.161857,5.1363964,4.402504,14.595354,12.724021,4.0042167,0.012120361,0.012732224,0.013514249,0.49740186
5.8625693,5.209062,5.864502,5.211442,6.3718696,5.512921,18.09894,15.9334345,5.0081124,0.0103694415,0.010977004,0.01169763,0.6309402
6.9811435,6.2584653,6.983793,6.261004,7.5910697,6.623255,21.556,19.142729,6.0018425,0.013246784,0.013856059,0.01469906,0.7627395
8.091772,7.30762,8.094909,7.3103347,8.801796,7.733247,24.988472,22.351202,7.0026145,0.017100012,0.017709324,0.018829606,0.8942698
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
2.151213,350,3.677371,2.4678793,32,40L,40L,8.0L,2.0
