Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1696326,1.0280465,1.169657,1.0281477,1.2469829,1.0755696,3.586273,3.1317642,1.0046308,0.017593235,0.01775378,0.019092424,0.12615128
2.2462823,2.0641658,2.246401,2.0642848,2.403602,2.1576195,6.896284,6.2860703,2.0062923,0.015798042,0.015930843,0.016971964,0.31703627
3.30181,3.1073372,3.3014565,3.1074057,3.5357206,3.2477283,10.13899,9.462468,3.0067391,0.015383106,0.015546079,0.016612416,0.5064255
4.34487,4.1523237,4.343893,4.1524005,4.6564913,4.339276,13.345254,12.643988,4.000436,0.018817138,0.018959586,0.020227818,0.69431955
5.4056225,5.1965094,5.4042063,5.1965866,5.797174,5.4295897,16.607,15.822678,5.003227,0.017393094,0.01749549,0.018731702,0.8853647
6.4587717,6.239675,6.456804,6.239742,6.9295454,6.518688,19.845118,18.998087,6.0006027,0.018812118,0.01894421,0.020252392,1.0758866
7.5050282,7.2821503,7.502596,7.282185,8.054426,7.6070647,23.062042,22.17139,7.0019274,0.022226905,0.02233649,0.023794709,1.2660571
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
2.6069214,350,3.1924176,3.0262785,32,40L,40L,8.0L,2.0
