Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.868093,1.0483243,0.8571204,1.0543387,0.98358643,1.1342965,2.7088,3.2369578,1.0001048,0.26342914,0.25375646,0.30441183,0.6520746
2.0800717,2.12732,2.0984082,2.0933952,2.264707,2.0981991,6.443187,6.318909,2.0005386,0.3250743,0.3039264,0.26264042,2.24863
3.5355701,2.7343478,3.6862748,2.987893,3.990021,3.07458,11.2118845,8.796821,3.0003004,0.27889854,0.19890971,0.30979544,4.3735886
5.002463,3.441542,4.946397,4.0503793,5.713672,3.61232,15.662558,11.104256,4.000293,0.27860665,0.32593226,0.5204507,6.756214
5.9204736,4.104937,6.517153,4.727469,7.259623,3.9029357,19.69728,12.735349,5.000337,0.32526594,0.67868966,0.64889926,9.12755
7.16959,5.236884,7.9652057,5.40417,9.281322,4.311622,24.416128,14.952678,6.0006227,-0.09514587,0.6239386,0.5136401,11.479375
8.2335005,6.130006,9.754142,5.95593,11.358665,4.509568,29.346336,16.595505,7.0000277,0.16165747,0.44275233,0.7125209,14.10347
8.2335005,6.130006,9.754142,5.95593,11.358665,4.509568,29.346336,16.595505,7.001162,0.16165747,0.44275233,0.7125209,14.10347
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
9.432411,350,3.1796958,1.9691814,32,40L,40L,8.0L,2.0
