Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.89177656,1.0846908,0.88945335,1.08774,0.96114683,1.1296661,2.7423778,3.302095,1.0001696,0.3069866,0.3034061,0.33163592,0.6880728
2.107788,2.082624,2.1279852,2.172947,2.2961993,2.1640675,6.5319734,6.419631,2.0008636,0.33625358,0.37000236,0.3537706,2.372873
3.413513,2.5130644,3.2679374,3.2227762,3.522618,2.7231634,10.204079,8.458997,3.0005572,0.5702561,0.22491743,0.14416312,4.4671025
5.176934,3.170744,4.517193,4.08882,5.2361293,3.7337341,14.930283,10.993295,4.000137,0.48568633,0.12458911,0.35068762,6.7927804
6.5099506,4.1064053,5.730506,4.574398,6.088466,4.4896216,18.328938,13.170418,5.000506,0.5317735,0.31083176,0.25503942,8.96968
7.6670146,4.2711263,6.9775677,5.0128903,7.6499343,5.4084826,22.294512,14.692493,6.000909,0.19883867,0.16948795,0.37495887,11.288358
8.990311,5.2630506,7.947453,6.186696,9.155818,6.619979,26.093576,18.069729,7.0000954,0.48399442,0.927599,0.40170532,13.822738
8.990311,5.2630506,7.947453,6.186696,9.155818,6.619979,26.093576,18.069729,7.000692,0.48399442,0.927599,0.40170532,13.822738
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
9.756314,350,3.8973913,3.4206362,32,40L,40L,8.0L,2.0
