Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9066074,1.0528154,0.9009118,1.0572534,1.0131361,1.1141431,2.8206556,3.2242138,1.0014068,0.20963627,0.20553057,0.23745778,0.5762052
2.1877124,1.9674786,2.2410555,2.0384629,2.4664128,2.1668744,6.895178,6.1728134,2.0012336,0.21917246,0.1739376,0.21666414,1.9667299
3.6172307,2.8102365,3.210291,3.081592,3.6122198,3.0500634,10.439745,8.941893,3.0002658,0.22569035,0.18035123,0.5391034,3.6847253
4.7773166,3.7516627,4.2029967,4.168107,4.95365,3.9414232,13.933975,11.861193,4.00059,0.106935866,0.60962015,0.21541181,5.6129537
5.725051,4.914489,5.5306745,4.6016974,6.6704073,5.0532265,17.926151,14.569407,5.000604,0.25769505,0.17894194,0.30736324,7.7652154
6.927267,6.053082,6.825578,5.4767985,7.4808216,6.186655,21.233679,17.716537,6.001083,0.3945266,0.24695076,0.22137807,9.894196
7.9808536,6.8095613,7.9800014,6.36006,8.892314,6.9373517,24.853188,20.106989,7.0002475,0.19350816,0.15706103,0.26255298,11.895358
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
8.37905,350,2.7990744,2.67309,32,40L,40L,8.0L,2.0
