Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1853061,0.8455523,1.2598137,0.85841197,1.9806907,1.331883,4.4258103,3.035847,1.004889,0.0077488543,0.011528247,0.016027704,0.09548458
2.1863089,1.7142586,2.3097026,1.7253159,3.6738853,2.6887999,8.169897,6.128375,2.0019417,0.009739675,0.011080867,0.016991813,0.23018049
3.215987,2.5824897,3.3284,2.5966659,5.3526144,4.0537114,11.896998,9.232874,3.0022874,0.009372116,0.011188467,0.016664235,0.36466044
4.253963,3.4517927,4.350332,3.468054,7.036073,5.421669,15.640367,12.341527,4.0061007,0.007905969,0.010096355,0.014688462,0.49914306
5.2775826,4.32218,5.361897,4.3392515,8.704645,6.790279,19.344114,15.451719,5.0027566,0.008903668,0.0113745555,0.016570494,0.6320619
6.3057137,5.192968,6.383791,5.2103057,10.393599,8.158395,23.083086,18.561682,6.0052624,0.008089576,0.01041686,0.015257964,0.7662192
7.318832,6.063748,7.3873825,6.081227,12.060798,9.526151,26.766987,21.671143,7.005965,0.010275295,0.012785566,0.018941773,0.89876926
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
1.9934863,350,0.62385666,0.09400151,32,40L,40L,8.0L,2.0
