Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9836625,1.00371,0.98560464,1.0060692,1.1052942,1.0802538,3.074561,3.090033,1.0025784,0.057257574,0.059779555,0.064498276,0.24675013
2.198185,1.994016,2.188862,2.002601,2.4408286,2.1536038,6.8278794,6.1502223,2.0000708,0.06917022,0.07613489,0.07681692,0.74189603
3.2171361,2.871481,3.2482,2.9578078,3.548191,3.10249,10.013533,8.931786,3.0001106,0.052003708,0.04191798,0.05534793,1.261909
4.2192907,3.7579198,4.2808714,3.8773117,4.7915993,4.0540137,13.291775,11.689245,4.002548,0.051089413,0.045976903,0.06494882,1.8291732
5.2913036,4.6259055,5.27551,4.8132577,6.0191994,4.989318,16.586031,14.428486,5.00062,0.049354345,0.045619216,0.055406377,2.435405
6.3602176,5.531816,6.2802577,5.6859274,7.230767,5.960682,19.87126,17.178432,6.000437,0.05036375,0.060444716,0.06325592,3.0750785
7.5679655,6.432881,7.207475,6.508137,8.541814,6.9142666,23.317263,19.85529,7.002188,0.05843209,0.08158937,0.06444875,3.734904
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
4.309114,350,2.4819663,2.1194105,32,40L,40L,8.0L,2.0
