Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.90378773,0.9880792,0.926698,0.9931013,1.0434519,1.0857637,2.8739386,3.066945,1.0013162,0.10876078,0.13870959,0.1347025,0.41145587
2.152052,1.9298254,2.3410232,1.8712193,2.5083935,2.1335166,7.0014606,5.934559,2.001539,0.087122895,0.17779106,0.12410536,1.4080435
3.3237045,2.9450364,3.6287966,2.5226047,3.9152913,3.2671013,10.867787,8.734739,3.0008516,0.23130198,0.17839712,0.17095086,2.6163356
4.326564,3.8656821,5.133457,3.3320372,5.1082473,4.3718867,14.568262,11.569608,4.000894,0.24775757,0.15828307,0.07717343,3.93117
5.716101,4.380802,6.712852,4.1041102,6.073635,5.50754,18.502605,13.992449,5.000201,0.11303498,0.43052036,0.12481948,5.2988353
7.268363,4.9699655,7.701476,5.022509,7.2982016,6.579854,22.268063,16.572304,6.0004225,0.12359106,0.0650918,0.16150813,6.7000966
8.499405,5.590411,9.028359,6.0563,8.803045,7.7084045,26.330824,19.355085,7.0011106,0.12103341,0.36300007,0.19639443,8.166926
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
6.4840918,350,3.4372778,1.6328869,32,40L,40L,8.0L,2.0
