Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0288557,1.0250946,1.02887,1.0243522,1.0902494,1.0598743,3.147975,3.1093216,1.0024784,0.0375879,0.037580993,0.04025706,0.1821808
2.1429753,2.0437253,2.1433184,2.0429792,2.2845385,2.1147816,6.5708303,6.2014885,2.0018108,0.036597043,0.03647025,0.039664276,0.5129503
3.2334483,3.0619674,3.2318823,3.0612338,3.4514914,3.1650133,9.916818,9.288217,3.0019968,0.036809642,0.036738098,0.04001013,0.856426
4.3332076,4.069405,4.329336,4.067867,4.613425,4.1973267,13.275966,12.334605,4.0036144,0.035695177,0.03568531,0.03950362,1.2044811
5.412947,5.08109,5.3944163,5.0733147,5.7433233,5.225331,16.550682,15.379743,5.0033336,0.035359077,0.035479657,0.03951516,1.5541098
6.4963455,6.0930505,6.4580503,6.0741773,6.904638,6.2604523,19.859032,18.427692,6.004207,0.035261203,0.03549714,0.039622433,1.9057251
7.574934,7.104509,7.524436,7.076779,8.0761175,7.307824,23.175486,21.489126,7.0038567,0.039251495,0.03903003,0.043360095,2.256623
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
3.4532328,350,3.286692,3.6638057,32,40L,40L,8.0L,2.0
