Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.89259315,0.9900728,0.90401053,0.9825927,0.9201518,0.9874789,2.7167566,2.960144,1.0018576,0.098899566,0.08977503,0.09516001,0.34639898
2.1101773,1.97095,2.045816,1.8853819,1.9850808,1.8444546,6.141073,5.700788,2.0014474,0.10023065,0.07863706,0.062618755,1.1119957
3.234263,3.049468,3.126461,2.7457147,2.9586978,2.7163603,9.319416,8.511545,3.0012589,0.098118745,0.08523894,0.10898445,1.9707106
4.0512466,3.793359,4.185432,3.6313581,4.0232263,3.6412733,12.259898,11.066,4.000919,0.076661006,0.07813462,0.08046191,2.8989818
5.2750773,4.6934085,5.3217645,4.4927936,5.1498823,4.5711136,15.746706,13.757335,5.0008173,0.081759974,0.078369096,0.117432,3.9061418
6.334178,5.7244277,6.2456,5.467728,6.0007133,5.582894,18.580484,16.775076,6.0006866,0.086834215,0.08263841,0.059894383,4.9340744
7.3282657,6.766325,7.349891,6.350708,6.9755673,6.430644,21.653727,19.547699,7.000727,0.16170776,0.07707986,0.09475783,5.9929905
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
5.890204,350,1.7699027,3.6021519,32,40L,40L,8.0L,2.0
