Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6500243,1.0728103,0.7475782,0.8992847,0.97787786,1.1413621,2.37548,3.1134562,1.0004979,0.24460392,0.25139484,0.3467174,0.6351185
1.5572325,1.9925255,1.5975395,1.9942408,2.4473338,2.0318153,5.6021094,6.0185833,2.0004675,0.16856554,0.33517748,0.3716649,2.0747945
2.5668263,2.8439026,2.1541564,2.698659,4.198324,2.25686,8.919317,7.799426,3.0005195,0.4986349,0.14214109,0.50485486,3.746431
3.266345,3.7619166,3.2005618,3.6703632,5.797276,2.914167,12.264201,10.34644,4.000116,0.42717782,0.2701245,0.39826998,5.489695
4.2577825,4.4316587,4.0320086,4.6601663,7.3156247,3.7216265,15.605422,12.813445,5.000562,0.23376633,0.17964701,0.3364959,7.3680034
5.220735,5.4680376,4.777983,5.4486403,8.992681,4.3279634,18.991394,15.244618,6.000308,0.38532415,0.16508111,0.5891892,9.456219
5.9721932,6.338853,5.6006417,6.3122272,10.249783,4.336432,21.822596,16.987474,7.000321,0.30374992,0.18376255,0.43285885,11.648195
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
9.9208145,350,3.7334697,0.7110662,32,40L,40L,8.0L,2.0
