Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.93705446,1.0505137,0.93492484,1.0522163,0.98877203,1.0955178,2.8607514,3.1982455,1.0002606,0.18910822,0.18822029,0.19254793,0.5276385
2.2626402,2.0298429,2.2273693,2.0460336,2.3549013,2.1618156,6.84491,6.237686,2.0009544,0.2214497,0.1653901,0.18534195,1.8085299
3.6917415,2.8818052,3.3153982,2.9194202,3.531253,3.248887,10.538395,9.050112,3.0001876,0.20426403,0.2779502,0.15307991,3.3237908
4.9101243,3.6065729,4.294224,3.772043,4.8159957,4.099216,14.02033,11.477814,4.000735,0.51686573,0.053801976,0.23820882,4.966229
6.381203,4.209061,5.5146933,4.4376717,6.1925254,4.984394,18.088388,13.631108,5.001095,0.49135196,0.12503889,0.124192804,6.6290545
8.022921,4.8350835,7.2118855,5.243225,7.403423,6.100799,22.638184,16.179081,6.000523,0.2118995,0.4723744,0.3002804,8.432018
9.422017,5.122149,8.609775,6.1498723,8.9046,6.9422665,26.936363,18.214272,7.000757,0.36335087,0.06746156,0.26293692,10.640059
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
7.793986,350,3.1557415,3.2151532,32,40L,40L,8.0L,2.0
