Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9444804,1.0275564,0.94771606,1.028466,1.0297513,1.0776337,2.9219475,3.1336555,1.001102,0.12854548,0.13405469,0.14144869,0.43114838
2.3237104,1.9890419,2.320568,2.0289755,2.499074,2.1295147,7.143352,6.1475306,2.000366,0.13725813,0.12697308,0.14091791,1.4924151
3.6282582,3.0843656,3.4768457,3.0441103,3.8759072,3.1735814,10.981014,9.302059,3.000057,0.09848892,0.13752489,0.18880019,2.768263
4.879281,4.0944457,4.698232,4.047879,4.693019,4.341144,14.270535,12.483473,4.000346,0.096334025,0.15023085,0.16483352,4.0904636
6.1630054,5.0574827,5.8852754,5.2122626,5.8183556,5.2876163,17.866636,15.557365,5.0000935,0.16852541,0.17928614,0.23385099,5.462681
7.2375684,6.10295,6.9190516,6.0406384,7.0455065,6.1608806,21.202106,18.30448,6.001004,0.07185189,0.13923083,0.11318464,6.8707585
8.245473,6.912849,7.965051,6.834781,8.119067,7.007345,24.32956,20.755001,7.001201,-0.053231046,0.088534154,0.0413268,8.213042
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
6.635287,350,3.6114469,2.8818853,32,40L,40L,8.0L,2.0
