Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.93026054,1.0049465,0.8799064,1.012375,1.0708846,1.1312636,2.881052,3.148586,1.0012869,0.16673927,0.13896409,0.16866536,0.49280655
2.21997,1.9774909,2.2555182,1.8691299,2.7367027,2.2228658,7.2121882,6.0694823,2.0011318,0.12648997,0.12949625,0.1425977,1.6639476
3.5212498,2.8183122,3.2079215,2.7966561,3.7334445,3.5101612,10.462615,9.125124,3.0001895,0.39864028,0.08328176,0.15647441,3.0680478
4.966259,3.171264,4.8696985,3.7104888,5.0846124,4.440272,14.920574,11.322019,4.000207,0.16907687,0.26639056,0.29804474,4.5121627
6.008051,4.2924953,5.6983905,4.690562,6.5600166,5.335533,18.26645,14.318568,5.000794,0.14253406,0.26446334,0.26965532,6.0262933
7.326597,5.1598287,6.8744583,5.7276535,8.12358,6.074429,22.324593,16.961903,6.000954,0.10134574,0.17678174,0.15063085,7.642597
8.667331,6.0384026,7.5774493,6.8650527,9.450595,6.8543367,25.695328,19.75776,7.0011754,0.21929966,0.24113676,0.113681346,9.245855
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
7.375694,350,1.244763,1.5082428,32,40L,40L,8.0L,2.0
