Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.88616705,0.9624085,0.9133562,0.97189564,1.0845854,1.0825034,2.8841085,3.0168087,1.0014374,0.079209216,0.110975705,0.11010132,0.3479736
1.9930192,1.9045687,2.2991514,1.8240387,2.5665255,2.1342661,6.858697,5.8628798,2.0014966,0.092532344,0.116887264,0.12558413,1.1438116
2.9721317,2.6430662,3.580078,2.768726,3.8227105,3.1918204,10.374928,8.603625,3.0012426,0.018214287,0.13014305,0.08594396,2.0669725
3.7177477,3.439589,4.4085317,3.5986116,5.250098,4.238865,13.37638,11.277076,4.000151,0.040466633,0.097279325,0.19739443,2.9828901
5.1567297,4.1691594,5.4517527,4.411517,6.757522,4.9925394,17.366013,13.573208,5.000483,0.10353079,0.11203742,0.10175267,3.9802113
6.284888,5.0837264,6.737652,5.2201524,8.180512,5.9924736,21.20308,16.296331,6.0009575,0.031452857,0.12444707,0.12969154,5.1029177
7.3840156,5.798426,7.8019676,6.079613,9.708395,7.0500817,24.894423,18.928099,7.0010705,0.088658415,0.1823594,0.060159676,6.2914186
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
5.7186317,350,3.0662923,1.3280897,32,40L,40L,8.0L,2.0
