Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9378151,0.98106664,0.91852105,0.99313486,1.1327312,1.1303097,2.9890664,3.104511,1.0014989,0.10328838,0.11513013,0.12532525,0.39776772
2.1675088,1.8395141,2.3498683,1.8284363,2.823029,2.1660733,7.3404045,5.8340235,2.0015984,0.12907033,0.13679671,0.21357694,1.3291267
3.5742016,2.6793468,3.5607677,2.497863,4.0764422,3.283274,11.211417,8.460481,3.0013638,0.11119667,0.2295944,0.1615473,2.4484243
4.8562946,3.4451275,4.8880215,3.036925,5.410068,4.167008,15.154408,10.649053,4.0005283,0.12472472,0.24200581,0.04449187,3.6430955
6.4010563,4.4218416,6.696199,3.7307835,6.738419,5.3025966,19.8357,13.455222,5.0008388,0.1859197,0.39408442,0.16677493,4.9511557
7.822393,5.4500785,8.209309,4.5250654,7.965968,6.5668674,23.99768,16.542013,6.000769,0.059625167,0.35326695,-0.044307347,6.5042534
9.342074,6.4553623,9.183326,5.2468967,8.9559965,7.700033,27.481428,19.402306,7.0004487,0.14026837,0.056714576,0.0036741558,7.8753924
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
6.173925,350,1.5176836,1.299517,32,40L,40L,8.0L,2.0
