Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97013336,1.022975,0.96981037,1.0234417,1.0384291,1.0555865,2.978374,3.1020043,1.0014629,0.09694845,0.09811912,0.103915215,0.35484368
2.3468568,2.0337274,2.3450592,2.0329123,2.480191,2.0941296,7.172108,6.160766,2.0008278,0.09482111,0.10006067,0.10971628,1.1668099
3.5557325,3.1697137,3.5435,3.1315439,3.6399899,3.08457,10.73922,9.385828,3.0006511,0.100727275,0.09519166,0.11011153,2.0269523
4.7295794,4.2106304,4.70948,3.9878724,5.047688,4.0979476,14.486733,12.2964525,4.0002193,0.076354206,0.11375064,0.10661284,2.9445276
5.825551,5.131911,5.855006,4.956056,6.265148,5.1405873,17.945698,15.228563,5.001415,0.119990356,0.07160826,0.13160099,3.9616218
7.028923,6.085519,7.0118036,5.868645,7.307683,5.9447885,21.348408,17.898973,6.001283,0.17146108,0.19753857,0.13020885,5.0544095
8.078075,6.9463425,8.11173,6.5713096,8.363504,6.8061194,24.553335,20.323809,7.0018854,0.13828272,0.060583785,0.03855789,6.1153154
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
5.6812763,350,3.9664056,3.775596,32,40L,40L,8.0L,2.0
