Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.89838314,1.0100887,0.84745723,1.0210352,1.0709985,1.1365048,2.8168387,3.1676292,1.0011905,0.17207222,0.1471495,0.21011564,0.5343837
1.9806746,2.0257304,2.2191403,1.8815192,2.563374,2.1278033,6.7631865,6.035053,2.0008059,0.21124454,0.15116909,0.20332812,1.8134971
2.88755,3.1279812,3.5205061,2.700663,4.0710664,2.7733116,10.479121,8.601959,3.00089,0.14522259,0.19245848,0.2724538,3.3987603
4.415413,4.044507,4.277052,3.581639,5.3678365,3.7761855,14.060317,11.402322,4.0004506,0.18329075,0.24272865,0.24283701,5.0864215
5.5282283,4.832735,5.581055,4.3606296,6.657496,4.794193,17.766802,13.987549,5.0000086,0.23393275,0.20215316,0.1353766,6.718832
6.6238437,5.5549192,6.5671353,5.278198,7.739095,5.384854,20.930103,16.217966,6.0006566,0.39844057,0.18654239,0.32596624,8.352165
8.098241,6.55271,7.6133943,6.0856647,9.226501,6.4789844,24.938187,19.117334,7.001081,0.33242375,0.2276892,0.20412117,10.029768
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
7.9239497,350,1.8699442,1.4858934,32,40L,40L,8.0L,2.0
