Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.73074234,0.93584514,0.9312606,0.82316047,0.8129125,0.7869141,2.4749157,2.5459201,1.0000726,0.16412579,0.11878966,0.15295163,0.38828042
1.7235079,1.6832895,1.6128843,1.7398633,1.8373559,1.5125688,5.1737485,4.9357243,2.0010335,0.0870871,0.07607835,0.28675675,1.28976
2.6015432,2.7005203,2.3137164,2.7804098,3.0516522,2.150971,7.9669247,7.631907,3.001266,0.16479902,0.064708784,0.124117196,2.4070776
3.5267158,3.4912724,3.647871,3.5033386,4.455166,2.8481293,11.629766,9.842756,4.000406,0.2866929,0.2198758,0.028864255,3.8302467
4.915235,4.356434,4.467774,4.3480277,5.3563843,3.4867904,14.739399,12.191265,5.000026,0.5429234,0.21104658,0.27480155,5.3463025
6.062385,5.305415,5.761019,5.263276,6.4009166,4.0360084,18.224342,14.60472,6.000027,0.114548914,0.07033489,0.23657657,6.8098016
7.073256,6.39658,6.957854,5.884158,7.5396442,4.8295193,21.570787,17.110298,7.0008607,0.15357746,0.045902114,0.36403838,8.307019
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
7.463881,350,0.96162164,2.6441891,32,40L,40L,8.0L,2.0
