Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9374933,0.9859301,0.92636174,0.9834937,1.169471,1.1281914,3.0333257,3.0976162,1.000458,0.06332387,0.06790177,0.07873257,0.27300692
1.9748483,1.8176715,2.2054844,1.9069133,2.4127955,2.1914344,6.5931277,5.916023,2.0003889,0.044350468,0.10330916,0.092467956,0.82701755
3.096268,2.689342,3.2553322,2.7997057,3.6891284,3.1955173,10.04073,8.68457,3.0010355,0.066663705,0.08386837,0.07470257,1.4476302
4.185276,3.4660487,4.516661,3.7071447,4.974945,4.239672,13.676895,11.4128685,4.0004725,0.061133947,0.082577676,0.06980948,2.1178
5.31057,4.2042556,5.5317335,4.529366,6.199126,5.069864,17.041437,13.803489,5.0004425,0.09240733,0.05583954,0.08127657,2.8218348
6.4813247,4.979752,6.694637,5.41381,7.527698,6.0230184,20.70367,16.416582,6.0011973,0.066660464,0.08618097,0.0885445,3.5732272
7.8701806,5.6963277,7.5134025,6.192279,8.485319,6.971567,23.868917,18.860176,7.0009594,0.07917882,0.05005747,0.09476862,4.3503447
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
4.652638,350,1.0893624,1.3144479,32,40L,40L,8.0L,2.0
