Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0939722,0.9450695,1.1330884,0.9441512,1.1837043,0.9827903,3.4107652,2.872011,1.0003921,0.015166853,0.013320704,0.01504189,0.097325556
2.065908,1.9103526,2.1098626,1.9090471,2.2067394,1.9882603,6.382509,5.807661,2.0032828,0.013935948,0.0119549325,0.013276989,0.23208751
3.0377743,2.8775134,3.0884485,2.875602,3.214214,2.9967377,9.340437,8.749859,3.0059588,0.0128645,0.01071755,0.011886904,0.366677
4.009297,3.8457556,4.0656896,3.8430955,4.2127604,4.0067677,12.287749,11.695625,4.0057335,0.013062245,0.010805488,0.011980434,0.5005566
4.9761977,4.814173,5.0376415,4.8108234,5.204782,5.0168953,15.218622,14.641907,5.0009804,0.015284281,0.012927032,0.014269315,0.63373923
5.9570217,5.782472,6.019948,5.7784414,6.2103405,6.0266347,18.187313,17.587557,6.003455,0.014222491,0.011812804,0.013145166,0.7686599
6.91838,6.7505302,6.985325,6.745886,7.199929,7.0358768,21.103632,20.532305,7.0037417,0.017910201,0.01546509,0.01703254,0.90179676
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
2.3245878,350,0.8054903,1.9088026,32,40L,40L,8.0L,2.0
