Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7227976,0.9906993,1.7343979,0.98855656,1.9367716,1.0860221,5.3939686,3.0652776,1.0110682,0.006296792,0.00511133,0.0064968322,0.07040235
3.0338027,2.020527,3.0422077,2.0181415,3.4150186,2.2163684,9.491032,6.2550364,2.0079482,0.0073316325,0.0061432132,0.0076150848,0.15497981
4.345809,3.0508108,4.351506,3.0481923,4.8929167,3.347257,13.590232,9.446259,3.0066125,0.0077739507,0.006590926,0.008110416,0.23971795
5.660184,4.081313,5.6629324,4.078454,6.372156,4.478422,17.695272,12.638182,4.0068007,0.0077152383,0.006531274,0.008037501,0.32467937
6.976339,5.111924,6.975708,5.108829,7.8524446,5.6097126,21.804495,15.8304615,5.007641,0.0074445615,0.0062531587,0.007725222,0.40977162
8.293676,6.142592,8.289484,6.1392703,9.333482,6.741037,25.916636,19.022902,6.008759,0.0070740874,0.0058838446,0.007310994,0.49495596
9.587868,7.1733336,9.584263,7.169756,10.790414,7.872434,29.962534,22.215523,7.0102086,0.010816526,0.009562029,0.011421733,0.57850397
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
1.5980885,350,1.131092,1.7794405,32,40L,40L,8.0L,2.0
