Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1997976,1.014209,1.2098391,1.0127052,1.3068082,1.074281,3.7164454,3.1011949,1.0022746,0.016504092,0.014934899,0.017344732,0.111170076
2.2696352,2.04595,2.2808492,2.0443962,2.4830103,2.1660671,7.033494,6.25641,2.004967,0.015029581,0.013446566,0.015628975,0.27074316
3.3296974,3.081181,3.342617,3.0796826,3.647054,3.2620876,10.319372,9.422944,3.0061283,0.014442448,0.012824241,0.014921058,0.42938054
4.3792896,4.118049,4.394268,4.1166496,4.7995515,4.3599415,13.573115,12.594637,4.001105,0.01700876,0.015354291,0.017666763,0.58656317
5.445143,5.155006,5.46061,5.1536407,5.9687753,5.4577637,16.87454,15.766405,5.004294,0.015418081,0.013776341,0.016023159,0.74591315
6.505108,6.1916866,6.521572,6.1903014,7.1328526,6.5549774,20.15953,18.93696,6.0034165,0.015915714,0.014247968,0.016553404,0.90486646
7.557419,7.22793,7.57543,7.226517,8.290231,7.6515045,23.423082,22.105946,7.0066123,0.018578805,0.016842691,0.019300662,1.0632933
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
2.397722,350,1.6461148,2.43892,32,40L,40L,8.0L,2.0
