Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9487617,0.97237784,0.9594362,0.9816474,1.1309658,1.0899127,3.0391643,3.0439365,1.0030859,0.05099286,0.061851226,0.06471558,0.24153109
2.1354191,1.885408,2.123576,1.9151217,2.3906245,2.122002,6.6496243,5.9225326,2.002234,0.055519033,0.07994248,0.056221787,0.72976094
3.063764,2.7237155,3.1719265,2.735684,3.5417962,3.1006625,9.777488,8.560067,3.001742,0.042942956,0.072355814,0.06542854,1.2490671
4.103627,3.6488674,4.0483065,3.5396295,4.8919516,4.0660224,13.04389,11.254513,4.003038,0.048086736,0.024104599,0.06804895,1.8165184
5.048071,4.499618,5.166154,4.4871154,6.245871,5.0287976,16.460102,14.015523,5.0002856,0.045319445,0.08342184,0.07112196,2.44009
6.1730766,5.36931,6.1579065,5.2712407,7.635685,5.9975557,19.966673,16.638094,6.0007944,0.045242902,0.07992008,0.07137191,3.0978942
7.231293,6.220135,7.2020297,6.205542,8.993255,6.978814,23.426596,19.40448,7.001566,0.06386576,0.061036963,0.06994963,3.7722583
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
4.284592,350,2.5755627,1.4175104,32,40L,40L,8.0L,2.0
