Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.52914697,0.75358415,0.50941694,0.8146391,0.903287,1.0169165,1.9418513,2.5851402,1.0000209,0.10257196,-0.03761205,0.1430544,0.2628596
1.1937819,1.6107702,1.0424128,1.5978106,2.1899452,1.9517335,4.4261394,5.160319,2.0004606,0.122958615,-0.06907541,0.14411256,0.8773908
1.849524,2.3630776,1.540566,2.4031029,3.5282457,2.9138978,6.918341,7.68009,3.0002773,0.17364538,0.02684234,0.125461,1.6700939
2.2075016,3.3643923,2.0348027,3.3009083,4.915411,3.852471,9.157716,10.517779,4.000026,0.08600915,0.07875265,0.13695863,2.495115
2.5239966,4.3250217,2.6019926,4.080803,6.339844,4.780785,11.465835,13.186612,5.0014057,0.03299292,0.0068522566,0.15454793,3.3526046
2.9565098,5.232764,3.0152247,4.808552,7.8488355,5.6713724,13.820579,15.7126875,6.000944,-0.0020223283,-0.006243853,0.14984174,4.2322154
3.0940154,6.213464,3.6970794,5.4699187,9.321799,6.5378423,16.1129,18.221218,7.001102,0.052111857,-0.015119445,0.17404951,5.142581
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
6.729793,350,0.007455888,0.74158996,32,40L,40L,8.0L,2.0
