Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7441657,0.9179964,0.8212676,0.91421044,0.87172824,0.9786582,2.4371622,2.8108652,1.0006968,0.082081355,0.03916152,0.058837343,0.2394725
1.6152766,1.721035,1.7081801,1.6598861,1.98638,1.9905382,5.309838,5.371462,2.0015118,0.0848244,0.020316519,0.04175534,0.71301
2.416607,2.5002985,2.4180741,2.5434916,3.0017304,3.0836067,7.83641,8.127398,3.0004678,0.045445092,0.008259503,0.056292113,1.277275
3.0695426,3.5899525,3.475384,3.326584,3.9205537,3.9275243,10.465483,10.844066,4.0017266,0.044766806,0.0430019,0.040377483,1.8404648
3.850651,4.449894,4.275803,4.040797,5.1254177,4.9663873,13.25189,13.457086,5.0004783,0.048990935,3.741188E-4,0.06563238,2.4394627
4.8837495,5.2335043,5.100625,5.03708,6.039211,5.951145,16.023607,16.221733,6.0010653,0.08961409,0.05036201,0.031830344,3.0548904
5.563354,6.0959144,5.9472995,5.898731,7.063297,6.9238915,18.573969,18.918522,7.001416,0.07485558,0.024765698,0.07215197,3.6438336
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
4.7880764,350,0.6112208,1.5854763,32,40L,40L,8.0L,2.0
