Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9192604,1.0093256,0.88822305,1.0191675,1.0833771,1.1247518,2.89086,3.1532457,1.001368,0.14622088,0.13372895,0.16620122,0.47401077
2.0955286,2.058129,2.2081423,1.8697871,2.5962567,2.1456597,6.8999248,6.0735726,2.0002666,0.25837946,0.09843674,0.13563171,1.5795577
3.1954741,2.8288589,3.0602963,2.8723884,3.7553167,3.0980122,10.011081,8.799254,3.0002184,0.33794641,0.16257793,0.14725983,2.8708966
4.3918366,3.650693,4.630546,3.4058805,4.859981,3.9523783,13.8823595,11.008949,4.000237,0.12853427,0.39484712,0.24967265,4.246799
5.7588406,4.435762,6.2507973,4.0491147,6.695064,4.468081,18.704689,12.952951,5.0007424,5.213071E-4,0.36030138,0.23278661,5.6936383
7.175978,5.3624625,8.205343,4.8858824,7.283357,5.1042295,22.664688,15.352552,6.0007515,0.16122186,0.019116418,0.10861662,7.3282084
8.159465,6.2841396,9.2425995,5.7353597,8.995147,5.86855,26.397243,17.88801,7.001083,0.27715796,0.13533685,0.09220861,8.993725
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
7.137758,350,1.4909201,1.6502613,32,40L,40L,8.0L,2.0
