Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9628319,1.0321679,0.9615896,1.0330718,1.019684,1.0637834,2.9441054,3.129023,1.002032,0.12044619,0.1201944,0.12725522,0.411777
2.323068,2.0224023,2.328678,2.0290375,2.452448,2.095017,7.104196,6.146451,2.0016904,0.11375379,0.10939408,0.110093005,1.405032
3.6603625,3.096817,3.6681225,3.005382,3.681153,3.16448,11.009642,9.266683,3.001588,0.13173327,0.12929428,0.10633736,2.591902
4.881569,4.2129545,4.573072,3.956582,4.8547544,3.9821038,14.309398,12.151636,4.0011115,0.15174715,0.09542593,0.009172505,3.799633
6.077305,5.1253014,5.7241936,5.0528774,6.024213,5.0832043,17.82572,15.261389,5.0008283,0.14001688,0.12939447,0.15597099,5.02571
7.2412834,6.0410447,6.9960327,5.9962416,7.053274,5.9653096,21.290598,18.002592,6.001478,0.09209427,0.10671831,0.19604447,6.3063803
8.538368,6.952788,8.061537,7.0727277,8.337985,6.8999743,24.937912,20.925476,7.0000277,0.11090924,0.08725327,0.124421164,7.673461
8.538368,6.952788,8.061537,7.0727277,8.337985,6.8999743,24.937912,20.925476,7.0017815,0.11090924,0.08725327,0.124421164,7.673461
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
6.380109,350,3.8421564,3.9515748,32,40L,40L,8.0L,2.0
