Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.97503746,0.9818949,0.8289163,0.9967172,1.196102,1.1887405,3.0000541,3.1673512,1.0010242,0.18652068,0.26279208,0.28149492,0.5534351
2.259213,1.8501303,2.3836982,1.8760438,2.8103666,2.3659115,7.4532785,6.0920873,2.0003326,0.17563523,0.20217209,0.3665486,1.8705482
3.1648955,2.6231098,3.160195,2.3804872,4.64581,3.4237103,10.970908,8.427303,3.0003395,0.12580651,0.38481617,0.3624078,3.4158666
4.3499823,3.7586608,4.2092686,3.2187226,6.5234075,4.5729465,15.0826645,11.550313,4.0007915,0.24670607,0.33357057,0.23752859,5.1905146
5.5219083,4.294161,5.9451694,4.0125723,7.8408465,5.5318775,19.307909,13.838592,5.000461,0.28267625,0.3902348,0.2678545,7.019205
6.6728044,5.311739,7.869336,4.616653,9.701712,5.9271183,24.24383,15.85548,6.0009317,0.22457224,0.37758216,0.3837511,9.121761
7.828973,6.2888665,9.851086,5.4551926,11.457415,6.919784,29.137453,18.663794,7.0006924,0.15611751,0.33800268,0.33854875,11.500749
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
8.021266,350,0.8969321,1.108398,32,40L,40L,8.0L,2.0
