Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0084875,1.0203197,1.0078613,1.0201652,1.0552975,1.0513798,3.0716462,3.091865,1.0031626,0.06220763,0.06209043,0.06410956,0.25641966
2.2717493,2.0462844,2.2702985,2.0453975,2.3711853,2.1141717,6.9132366,6.2058578,2.0015194,0.08004519,0.07928543,0.082102716,0.77531904
3.3385918,3.0208466,3.363598,3.0229728,3.6616578,3.1856744,10.363852,9.229496,3.0015752,0.050250817,0.057671078,0.080331594,1.3346174
4.468859,3.9494116,4.5081706,3.9695132,4.8010836,4.098645,13.778112,12.017573,4.002718,0.06400087,0.06448787,0.0437903,1.9322375
5.6455674,4.8371105,5.6247926,4.8602996,5.9935803,5.0676184,17.263956,14.765043,5.0004334,0.06310765,0.05823864,0.054949388,2.591227
6.8265743,5.726135,6.6952415,5.7909617,7.2353954,6.0223746,20.757235,17.53948,6.0030975,0.054643292,0.048333436,0.054858353,3.2906926
8.076416,6.605804,7.839414,6.754721,8.529309,6.962347,24.445168,20.322897,7.000142,0.06430185,0.0684237,0.059625328,4.0079956
8.076416,6.605804,7.839414,6.754721,8.529309,6.962347,24.445168,20.322897,7.002936,0.06430185,0.0684237,0.059625328,4.0079956
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
4.4314594,350,3.6981158,3.8934536,32,40L,40L,8.0L,2.0
