Cd,Cm,Cd1,Cm1,Cd2,Cm2,Cdzong,Cmzong,time*w/2/PI,forces.x/L/L/L,forces1.x/L/L/L,forces2.x/L/L/L,E1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9516931,1.0027113,0.95204,0.9986253,1.0146549,1.044974,2.918388,3.0463126,1.0014023,0.07982586,0.07279949,0.07962413,0.2955134
2.0434115,1.9511915,2.024179,1.9054615,2.1543741,1.9751469,6.2219615,5.831805,2.002044,0.057685845,0.08392643,0.08626359,0.8949449
3.1773186,2.9023795,3.1366959,2.78015,3.342578,2.9295225,9.656585,8.612057,3.0012298,0.09931727,0.060702156,0.06428961,1.5792428
4.3055625,3.7594106,4.3550925,3.6618671,4.654092,3.8325527,13.314741,11.253841,4.0000257,0.06386327,0.06725689,0.080375895,2.3690994
5.4191146,4.679553,5.5555706,4.8048663,5.8923507,4.846732,16.867027,14.331165,5.0014777,0.061210018,0.06557391,0.09512092,3.2328734
6.6286454,5.6097403,6.589676,5.8050976,7.1206884,5.6494823,20.339,17.064346,6.0023074,0.08019774,0.07361844,0.13525034,4.104678
7.725414,6.5474286,7.6975155,6.541775,8.349331,6.424353,23.772255,19.513592,7.000399,0.08378037,0.14802383,0.050545186,4.981941
KC,beta,bi1,bi2,L,n,m,R,flow.eps,sanjiaosanyuanzhu
5.04081,350,1.72659,2.750123,32,40L,40L,8.0L,2.0
